read_name,read_len,start_time,barcode,best_reference,ref_len,start_coords,end_coords,num_matches,aln_block_len
1da189da-871c-4d60-a63b-f690dccddaf4,416,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,949,1277,243,334
b1a78e65-ee91-480c-9e34-232990c229e2,425,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,10966,11332,326,367
220658b8-6c78-428d-b089-8e7b98f06192,411,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,1274,1599,142,330
8a57f63c-7707-46eb-8310-4a2077dba223,431,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,1261,1593,122,335
00c162ae-9458-495b-9de2-0424ab627f54,393,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,11268,11639,294,372
b07b5bb5-58ce-4d0a-a43b-9c9e3a2e3ada,410,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,8248,8608,276,362
d122d988-89d8-408a-80fd-f75f899c6b19,396,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,17396,17658,205,267
93eec5a4-0573-4f3e-a13b-113e694a1fce,423,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,11263,11639,207,379
7f1d8a5e-8a71-4a88-86f3-534f958ae54f,429,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,11820,12170,179,358
1fb0d879-3e1c-449e-b9b0-adb248e742cf,421,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,10080,10459,232,383
43d3651f-8b3a-4807-bf62-62532bf81f96,418,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,14283,14639,219,357
5d9181d0-7892-4c4a-bd1b-c645fd679905,410,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,17692,18050,268,365
1ecf9b6d-ebcd-4a40-9b15-dedee5d0a1ba,396,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,14000,14340,261,341
90d94c4d-5363-4b7b-9806-e108f2b83be9,404,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,13975,14347,294,375
96a3d7f5-d997-48d3-a030-cc403b90be59,442,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,8833,9167,131,348
a196bca9-6b41-4e07-983b-99829c2ccb58,771,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,2853,3168,141,315
a196bca9-6b41-4e07-983b-99829c2ccb58,771,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,17038,17346,92,308
4faaba9a-459e-4eab-8579-28b846669733,1235,2019-08-30T14:44:20Z,none,NiV|human|MYS|Nipah|1999,18246,14283,14629,224,350
4faaba9a-459e-4eab-8579-28b846669733,1235,2019-08-30T14:44:20Z,none,NiV|human|MYS|Nipah|1999,18246,11815,12170,192,361
4faaba9a-459e-4eab-8579-28b846669733,1235,2019-08-30T14:44:20Z,none,NiV|human|MYS|Nipah|1999,18246,11789,12135,118,347
cd3f7053-a4bf-433b-b016-2a3e7fa9e7fa,402,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,10135,10459,220,332
354e453f-43eb-4b58-98b0-b58d27719b5e,415,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,8827,9209,300,391
4299ae8a-85cc-4667-bc15-01c455e0f9cd,416,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,17382,17671,224,292
91f0f337-6aaf-4055-973d-3344635b91ac,396,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,11268,11639,244,372
adb1e8ee-4cb7-4eb8-996a-d38b7b998206,438,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,1240,1617,260,381
52007e76-1449-45ef-9cab-82f03391048d,397,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,16715,17059,185,347
458eb869-c35c-4325-b6a4-afc5649e3acc,408,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,645,1017,184,381
ee32961a-bf6a-4eb8-8f17-619563042a26,418,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,1578,1929,237,361
7ff34a37-9d0a-49c6-94e7-b66dc186d361,418,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,4322,4671,223,353
e651ab6d-f673-4e0b-b118-1b7eb736793d,385,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,7957,8306,124,349
c5f88a18-c28a-41c6-a003-421265039d6d,408,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,10384,10758,284,378
d02d794d-9fa2-4348-a90e-d8b3a923f87c,399,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,7411,7721,225,312
efd2eeb8-19b3-4e93-a4c1-0ceb6a86744e,413,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,6086,6473,305,387
bb3e3c0a-0e11-4a91-82fd-83f742db8b19,396,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,11525,11909,168,385
ef8bc5e8-e868-4e1b-98cf-e596ce99feae,404,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,10384,10722,183,345
74254373-611b-49de-b2cb-c3321716ec90,394,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,1563,1919,197,359
ecf56099-4850-41fa-8254-72492de65070,410,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,8505,8889,234,391
3e1e931b-9939-4a8f-bdc5-794e57add98a,417,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,12725,13095,268,376
380f4b10-4a9b-4366-82a5-40f81c9c2c53,417,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,7026,7397,301,375
8e248f33-db39-4878-a0bc-4b3c5ac65be7,237,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,3442,3581,112,139
8c8b0191-9416-4c50-b8b1-53a71b4ac929,382,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,17363,17708,218,347
6ba86471-8499-43ca-ba89-9880ebec7198,405,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,3438,3814,264,384
4f99c377-d4cb-4d7b-a82b-c69e075354b5,334,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,334,638,178,307
ebf15302-0e84-4a4c-80d3-2d4f37ed93f6,420,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,14300,14629,130,336
04460da6-2f03-443b-afef-c93f55a1d315,404,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,13030,13409,236,386
49fc355d-31e5-410e-9418-1fc07c3dbb8f,424,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,9758,10118,182,366
98743d31-caf7-4135-b5e4-cf59b73702ec,431,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,1261,1633,245,385
17ddcd22-1175-4e65-ba85-30af558c7398,417,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,1924,2231,222,317
05f85c32-5834-4468-bd7e-bc22e943ce4d,376,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,10090,10459,170,369
c45485b2-a6d9-43a7-ba52-0b105242f30c,612,2019-08-30T14:44:21Z,none,NiV|human|MYS|Nipah|1999,18246,9514,9851,202,338
a6a1ee33-9010-404d-8ab6-74961485e948,402,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,13994,14333,272,340
0d7b024d-bbee-475c-9cc5-7ab2e9f37b9b,418,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,10670,11044,242,380
8aec6ab5-93c2-4621-8bba-b6b5eefb93f0,417,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,17718,18050,257,336
55aeeeb3-a043-419a-aaba-a05505981c41,427,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,12396,12773,305,379
63116ede-cf31-4bf4-a20e-701b9fff1f1b,387,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,2184,2535,198,362
7440cd28-5776-4c7a-a715-8a090261e182,450,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,319,710,148,400
ed996bd6-4697-4d92-8259-41502fb407ca,368,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,7047,7394,281,352
e9011094-5214-4441-8fea-31e5ea9d1985,418,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,10958,11332,288,376
2140464a-f2ae-4670-8d13-78a2db50e033,401,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,6723,7101,241,383
06842118-d430-4542-8588-a18a8a534567,388,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,17858,18135,109,277
94a9dbab-6efd-4316-b379-0090d511521d,405,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,4902,5250,195,353
2ea05005-9d37-4470-823e-70cfd7407e18,218,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,1240,1348,63,110
4aec932c-be8e-4d10-a8c7-c14aec603058,411,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,3475,3814,260,344
7fd9d456-7c9a-4bfe-9ff5-ec82e7bfd646,385,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,645,976,213,333
0a50a4cd-d617-4929-998c-ca7cc5cde842,415,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,9778,10135,174,358
c97054ae-5f02-4194-94c2-f9471c422db7,428,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,5502,5857,242,360
50c4508d-271b-4bee-83cb-cf8b5df759b0,418,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,5502,5895,283,395
bd45a557-8187-4f69-85ba-788ea7f88363,398,2019-08-30T14:44:21Z,none,NiV|human|MYS|Nipah|1999,18246,5211,5537,198,328
90a2f039-faf4-4d75-8b3e-b76f04d3caac,354,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,369,613,87,245
323f0e08-17d7-4efc-9b92-293d11aff346,433,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,15512,15880,255,371
d7c0d840-32db-4e28-aeaa-fdb79cadb666,402,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,3438,3788,205,350
b0eb5a46-4871-4202-9f41-f5567f16f9a3,412,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,11263,11632,281,371
1ae93d36-720a-49b4-9677-3908d1ea96ea,418,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,2809,3176,253,373
90c7b792-0820-4b73-a446-d0ce9c511b28,307,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,1650,1898,189,250
bc42abc1-f1e7-4757-9cac-5e0b4e7bcce0,423,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,4886,5264,288,391
387ff242-1fed-4c39-b207-ed55eb23a8bd,409,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,13375,13696,112,334
c66a9222-7ef2-4ae2-9d13-c8333f718ebb,410,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,10384,10762,237,383
bbd18d3c-fcc3-4da1-9fbb-4f94b4ec2f54,394,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,5842,6168,167,327
393aedce-aa76-4e24-9500-19d999ba80f6,435,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,4285,4671,304,393
8b35bc14-1353-492f-a014-3e4f7ab9ad64,404,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,16733,17095,284,369
2f3c6059-431b-4f15-bf52-ba5da9df4950,428,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,10409,10762,138,362
c56e6b41-326f-4b1a-8e1f-30c9c050537e,399,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,662,1024,244,362
be654a36-938d-49ed-8d7b-d401dffac0a6,383,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,668,1010,251,345
c390dbb6-8001-46cd-8d13-ac0ff8bdacc8,401,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,1240,1547,160,311
4cd79722-d819-419c-a649-601ca5723e0d,374,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,14920,15134,100,214
794dfa7b-47fd-4fea-a347-781e01680cfe,437,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,4910,5264,273,369
9406a383-cc4a-40cd-991b-8e4896ddef35,412,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,12108,12477,247,372
e9e8c31d-5a78-496f-bade-e2ae936be4c2,417,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,4359,4671,224,319
ccc73230-0ce5-4504-8ddd-04f1c9c25ef1,402,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,11370,11618,183,253
e54fb274-3f43-44eb-8c6e-23a2bcb267e1,428,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,3753,4061,254,312
80df06e0-9e13-4ffc-8abf-30dd3179ec76,210,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,8183,8286,97,105
2e650232-b042-475f-b914-3fd7807824d7,426,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,1563,1929,225,369
96b84984-0d10-4815-8ea7-f3b28fd8731c,424,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,5518,5861,143,344
3bb0e07e-41f3-42c4-adae-38325357ece1,465,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,9230,9318,75,89
279216a8-398f-4c41-8f2e-476cf9618ddf,808,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,961,1255,192,298
279216a8-398f-4c41-8f2e-476cf9618ddf,808,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,6738,7019,103,283
0f1de3f8-8c7b-4333-963a-836d8f15d52a,414,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,4886,5264,309,383
b912eec2-9744-4804-b5d0-a77c42d3ee67,405,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,7665,8052,306,389
c22b7101-c859-45b9-a0a4-66161cfc3c32,171,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,11551,11632,65,85
5a84e644-8dbc-4ad2-a641-e8accb707265,435,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,949,1263,215,314
a5baec60-6cd7-4c99-8854-869a59d6a217,315,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,13985,14178,95,196
4e142eba-6116-4101-b8b9-b89c3f4c8b17,425,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,7682,8024,216,348
ba484ad0-28c1-43ce-ba9f-95bb2e052d7c,401,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,5810,6127,131,326
bcaaaa3b-3854-44d1-a6b3-16ade58880c0,419,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,13985,14315,204,337
1e3874bc-d8bd-4469-bf2a-a7ef6b5e1789,437,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,15815,16189,260,377
f82fd220-03b6-491d-986e-8f911ce04222,402,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,13346,13712,246,367
3837f949-91bc-4bde-993d-a0efef7d437a,408,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,6405,6753,246,354
e10bbb7e-677f-4243-8c78-5d988e7b0a4d,425,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,10076,10428,226,354
051afb45-73bc-4193-b5f2-f440003e893c,210,2019-08-30T14:44:24Z,none,*,0,0,0,0,0
4fca2266-f28b-4b20-a4be-e80a98d48d55,377,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,2495,2777,127,282
d36b4078-993c-4cbc-b248-83634d2cedea,257,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,3262,3479,178,219
860ab68b-1b1b-4816-8f2b-01b603e88a24,398,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,10409,10746,220,339
7ad7d134-970e-4c65-97cc-0cd0663a49f8,416,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,9787,10143,259,360
69cd76aa-70fd-41f3-9345-fd88816ba2a0,381,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,13041,13409,206,368
e9c433ec-2744-44b0-8e4e-dec54ac26ad7,293,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,1650,1905,148,257
e7553ff9-b55f-4e26-8adf-22938daef00c,398,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,8271,8595,225,328
1a81bc2c-2c87-4eff-93d3-3a5a5a646705,389,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,3114,3426,232,318
3635b30d-69ca-4c8e-a8ac-c99ddcee1b95,397,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,10676,11053,226,378
b73314cd-e31d-4248-8d5e-9a3083b39168,445,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,8827,9187,194,362
32ef24fd-c256-4175-b55e-5f494293eea5,295,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,892,1010,90,118
089aa282-12fa-401a-8eb3-0455e4924da5,385,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,3192,3494,201,304
e074f861-efc5-4a40-bd2b-24f0015a62fc,419,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,11301,11610,194,314
d997fdff-4027-4706-92c6-61d3027700a8,301,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,334,434,90,100
d997fdff-4027-4706-92c6-61d3027700a8,301,2019-08-30T14:44:24Z,none,NiV|human|BGD|NIVBGD2010FARIDPUR|2010,18167,1108,1262,60,155
8c39310d-4663-4eaa-9321-49292a080a3f,397,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,17837,18152,202,316
e3dece28-2d74-492d-a291-8431c4d873ba,403,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,12119,12458,160,340
f4009657-ef6c-40ba-ab25-b28300f76b3a,396,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,17835,18176,253,346
cc8e946e-efa8-47a6-97cd-7167bfb43ec5,275,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,6405,6637,133,237
a27bfc89-e37e-44bf-9641-233a1e75693c,446,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,14907,15238,182,331
77744040-265e-4900-8d6b-f2a56a669197,410,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,9758,10113,150,357
86af6d75-e827-4f1c-adf8-1e830f50fe1e,397,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,16709,17095,192,387
99dd3362-3bc6-48fb-b851-1e490f3d0515,425,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,10966,11316,242,354
c8b5ddc0-9086-4d8e-a0fa-10f95db18b9d,426,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,12740,13087,263,356
d1b03ac7-9281-47c2-bbee-c91662bc68cb,434,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,10950,11322,265,379
855c166f-6462-4d40-9c2d-750885a2bafd,441,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,15520,15880,251,361
11475bd0-ad55-4052-b8d9-19c6f7b4345d,413,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,17692,18050,273,360
e4cd4b4f-d7cb-4ee8-827c-917a6a5d5142,397,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,11815,12137,172,331
7875ceb2-e2b2-4685-825a-bc8763ebff1c,404,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,7945,8267,113,327
df28e9eb-444b-4c0f-913e-8fd0b5e3270f,293,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,16153,16372,174,221
29d95c4a-14bf-4bb4-a204-b2414f6d9baa,400,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,10950,11332,282,384
bced9ea1-6251-417c-b0da-287eda211f0c,272,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,14783,14969,165,187
8a9135ac-4e15-4e18-8104-d341855374f5,426,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,8252,8608,277,360
220d6649-e6d6-4ab5-90a5-ef5886b861fd,387,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,1589,1929,225,344
a9f5890c-63ca-4405-9bfd-fbb53fae2c7d,397,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,13050,13399,235,357
c139565b-df03-4538-bd89-c748abae87f3,424,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,14309,14629,112,333
cb6d1cbe-c95e-445a-a3b3-fc522b4d971b,422,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,9763,10126,239,364
b3fca08d-2238-481c-b22e-d7284be2fdb9,214,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,10343,10399,41,58
603279ee-6cf3-4566-bce7-6693acc5b3c3,442,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,15796,16197,246,411
6fa7024a-6936-4b12-bd1d-9df95ca500ea,400,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,8248,8608,195,361
73794de4-03fc-4450-bdb6-6634c12b0e68,393,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,9189,9507,215,324
fdba6b72-02ba-4ded-ad0a-527ef549117c,399,2019-08-30T14:44:23Z,none,NiV|human|MYS|Nipah|1999,18246,1545,1901,251,357
d4b3fe10-8186-4a7c-bc75-cd8df8c34a0c,206,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,7913,8052,105,140
eff81456-8fcb-42da-a25f-d43421e5a739,379,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,10409,10758,189,351
0af6afd1-cb5e-45eb-b286-1e5fef4ff314,433,2019-08-30T14:44:22Z,none,NiV|human|MYS|Nipah|1999,18246,14869,15222,93,361
9b786f1b-fbae-4239-9fe7-92ddf7eab9bb,410,2019-08-30T14:44:24Z,none,NiV|human|MYS|Nipah|1999,18246,3438,3797,219,359
