read_name,read_len,start_time,barcode,best_reference,ref_len,start_coords,end_coords,num_matches,aln_block_len
c9701ad2-dcf8-432f-b043-dbb80ef7ca35,340,2019-08-30T14:40:05Z,none,NiV|human|MYS|Nipah|1999,18246,976,1223,131,254
ec0e5b65-5ac0-4711-a273-fba8d7953058,384,2019-08-30T14:40:05Z,none,NiV|human|MYS|Nipah|1999,18246,10098,10399,190,301
1c3abe6a-3248-48fd-9dd1-4ff950f91811,386,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,10692,11053,278,363
3ad2a291-b285-4260-9fac-45798c0c8ca4,415,2019-08-30T14:40:05Z,none,NiV|human|MYS|Nipah|1999,18246,15512,15862,181,363
cd35fe2d-4c70-4cb8-bba4-ecf6dbc5bcdd,408,2019-08-30T14:40:05Z,none,NiV|human|MYS|Nipah|1999,18246,10384,10753,293,374
a778465d-fd52-4d5e-bebd-836f5430ee12,406,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,14594,14970,268,380
07c8e953-ebf2-4afa-8f5b-d2aafd658107,443,2019-08-30T14:40:05Z,none,NiV|human|MYS|Nipah|1999,18246,15788,16197,216,412
8dcb80c7-c06f-465f-8783-f5d2f2a60bad,414,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,4285,4671,320,387
1cc6235e-25d3-4821-8163-99b58067697a,369,2019-08-30T14:40:05Z,none,NiV|human|MYS|Nipah|1999,18246,6405,6718,153,314
fcdd41b9-9e40-4d4c-8626-707d8c3e5163,283,2019-08-30T14:40:05Z,none,NiV|human|MYS|Nipah|1999,18246,11054,11221,123,167
2d64b0c8-60b1-4611-9382-8532b18eb336,416,2019-08-30T14:40:05Z,none,NiV|human|MYS|Nipah|1999,18246,2184,2525,278,350
d80dc0d7-7530-42b3-94c4-fb230323e96a,407,2019-08-30T14:40:05Z,none,NiV|human|MYS|Nipah|1999,18246,17038,17397,253,361
0139e314-5aef-47af-90b6-9c4c73194721,405,2019-08-30T14:40:05Z,none,NiV|human|MYS|Nipah|1999,18246,2495,2824,256,341
d2d66e8e-fbb8-4ec8-b9a6-253eecb61488,208,2019-08-30T14:40:05Z,none,NiV|human|MYS|Nipah|1999,18246,10343,10459,72,116
0358148f-9f4e-4d8f-b9a1-f820039fa053,392,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,13121,13390,180,269
07cac4c8-3954-4239-814e-91c86b1b0184,414,2019-08-30T14:40:05Z,none,NiV|human|MYS|Nipah|1999,18246,10076,10459,267,390
d9063e31-1651-4bd7-9019-c5196269e47b,439,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,6095,6487,265,398
3f32278a-1539-486b-942d-8bc6f35a2f96,411,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,7960,8303,237,345
b7369312-72b5-466e-a5bd-ab1a079890d4,405,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,11525,11881,176,357
04a4aace-c14d-498e-9666-2cd4f33aee73,436,2019-08-30T14:40:05Z,none,NiV|human|MYS|Nipah|1999,18246,6721,7092,145,374
b9ab814b-0593-4567-89ef-ae3fbcde53ad,203,2019-08-30T14:40:05Z,none,NiV|human|MYS|Nipah|1999,18246,10343,10459,108,116
25349ee6-ee33-46b1-a5b2-06b94638fcc7,383,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,14006,14309,223,309
569f2308-f71c-47cd-b247-2e461d304c75,369,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,7957,8306,233,353
27feaabc-60a1-4fad-bf8b-e9352219a7ec,418,2019-08-30T14:40:05Z,none,NiV|human|MYS|Nipah|1999,18246,645,1024,312,386
a2666ba3-4c39-498d-b4c5-0f4041b02acf,392,2019-08-30T14:40:05Z,none,NiV|human|MYS|Nipah|1999,18246,7026,7360,198,342
ecb8f400-38d8-49b3-8718-e67f1a1b0298,414,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,8530,8889,323,361
0f670d5e-8292-4a2b-8327-9e8843707e91,373,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,9555,9826,123,273
f8211253-5f36-4c52-bb42-fe68fe362044,432,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,12106,12493,215,390
dcc529a1-db4c-4fda-b26e-0b97feabd974,400,2019-08-30T14:40:05Z,none,NiV|human|MYS|Nipah|1999,18246,13346,13526,54,180
c99987e9-fa23-49d7-a45f-de746ee65811,378,2019-08-30T14:40:05Z,none,NiV|human|MYS|Nipah|1999,18246,16411,16729,249,318
2a28ad85-9dc5-4d44-857a-6175871baae5,400,2019-08-30T14:40:05Z,none,NiV|human|MYS|Nipah|1999,18246,17683,18042,225,361
42487e6c-e864-4344-8490-410f260543ad,424,2019-08-30T14:40:05Z,none,NiV|human|MYS|Nipah|1999,18246,8827,9206,297,379
3f6210bf-9b86-4f04-a0b6-f7f00d0f71dc,406,2019-08-30T14:40:05Z,none,NiV|human|MYS|Nipah|1999,18246,9191,9529,151,339
a1ba243f-de2c-4225-9c88-db7edc99696f,409,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,13975,14333,269,360
af79ecbd-0f98-4eb7-9252-4947aa26a820,416,2019-08-30T14:40:05Z,none,NiV|human|MYS|Nipah|1999,18246,10946,11332,261,387
627adcdd-3b9c-419a-bfe6-21f53f0c1d91,416,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,4886,5264,306,381
1ebe7654-9ead-4633-93fe-5493c3b1d8f9,427,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,961,1330,233,369
508b251b-7c11-4627-9ba9-7483eb0730ab,397,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,10413,10762,154,356
56161966-7815-41f8-b478-2e2cc91248fb,394,2019-08-30T14:40:05Z,none,NiV|human|MYS|Nipah|1999,18246,645,997,213,362
b9c3ab63-f1d0-4e51-bfba-6e76dd033f41,416,2019-08-30T14:40:05Z,none,NiV|human|MYS|Nipah|1999,18246,14923,15252,188,336
e2512474-5e25-4649-a58f-971c51c3d909,356,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,14891,15214,207,324
5dda9d7a-d901-4076-be86-1200b23642af,428,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,8887,9183,165,301
b71dc763-edde-49ff-b45f-c31b975a0c55,274,2019-08-30T14:40:05Z,none,NiV|human|MYS|Nipah|1999,18246,11924,12160,144,236
f50dd07d-ddae-43cb-aef4-0b0968829d07,449,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,319,725,266,412
62dce8ef-9831-406a-800e-4d013f9945d3,394,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,17373,17707,170,334
8ba10f43-362c-4e15-9cf8-da14c8d71856,426,2019-08-30T14:40:03Z,none,NiV|human|MYS|Nipah|1999,18246,7030,7378,221,357
e316d6c3-7ac6-4bf8-9cd6-694e01fad0ad,434,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,8294,8623,209,335
5b58d060-421f-4174-96a8-0d1d104e8067,421,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,9801,10135,220,335
4dd77707-8b74-4ad1-afb0-75309b71e733,254,2019-08-30T14:40:05Z,none,NiV|human|MYS|Nipah|1999,18246,1290,1398,98,108
ab75171a-e7a7-4711-b4a3-84f17e58ee98,440,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,15152,15535,269,390
84d13d87-e34c-448c-8c50-da362c7cf3d3,386,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,2498,2849,156,351
53c49236-ff3a-4df5-a472-22913a1354c3,396,2019-08-30T14:40:05Z,none,NiV|human|MYS|Nipah|1999,18246,8512,8883,254,371
2d467f13-ac1b-4c15-8b4b-342655c0a71f,312,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,8827,9082,193,260
42231d71-9609-4570-a04a-29bd9e3394d9,413,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,9466,9851,209,387
29a35c36-2514-4273-b0b2-cb434a6f3712,255,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,14888,15134,211,250
9ad7bd74-394c-4004-aea8-901904efff65,420,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,2477,2796,204,326
f4c35ade-7804-48d4-ad08-9336589e0cfe,398,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,5792,6168,188,383
489d8e73-788f-4b2d-83e1-a3994fa279f7,413,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,16709,17059,257,359
f915ef13-2c2a-407e-924c-c3aac891c119,206,2019-08-30T14:40:05Z,none,NiV|human|MYS|Nipah|1999,18246,14609,14756,86,148
c6041d88-d42e-4374-8821-61e3baf6ebb4,392,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,11578,11909,216,335
d1dac00c-3852-49df-bbe6-15de20d7493c,384,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,15512,15842,210,331
84eccc1f-0283-4d16-9ddc-1e104dec3f41,419,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,1322,1624,201,303
da9046b7-7ee7-4b2d-9c17-112b0dc9b127,423,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,7715,7827,61,112
85f03524-38ef-4f45-8511-46b6597d6619,415,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,11789,12161,233,377
5c9d4fce-e36a-4cf8-a560-1a192fcad153,195,2019-08-30T14:40:05Z,none,NiV|human|MYS|Nipah|1999,18246,10324,10459,63,137
3845bc38-46d9-4fbf-b5b9-192f6dd5f809,420,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,11551,11909,189,364
15a94770-300f-4031-9d5e-a02c5f7283f4,442,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,15152,15549,214,401
b5893009-2bc1-4089-9755-ca7d76995372,412,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,386,725,143,342
b50c9f00-98ff-4601-95c4-dd5e48c751df,402,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,16724,17023,224,300
76ffb979-3b2a-4d70-8729-89d8fb1c0ee3,360,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,10453,10758,171,305
47da8cfb-0b20-45ce-9345-db4b657ef998,400,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,3478,3768,168,290
5ca11bfd-7008-4bbe-af3c-771020392369,385,2019-08-30T14:40:05Z,none,NiV|human|MYS|Nipah|1999,18246,7051,7378,248,336
e844659c-3c3a-4b0c-b16a-2afb400a1701,415,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,1855,2231,268,379
c0a4a18a-3a60-45aa-879a-52b5a7d4ba34,427,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,3738,4061,240,323
489c2557-ecfd-4978-8d9a-6f64bc33c30d,366,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,10413,10762,215,354
7041c193-2bc2-4981-861d-1a54c90c89f0,439,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,9758,10143,242,393
0dd33c90-6e32-4245-83b7-5c0d2442807e,432,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,15178,15535,230,358
863a77ca-c16d-429a-8422-1bfb9a5fee5b,408,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,9782,10126,214,347
34c51cfc-14f1-42a9-9b69-88387258b67b,384,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,2800,3180,233,380
a97358af-7fdb-4862-8822-75298db13765,399,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,10384,10762,234,379
3c6ec5e1-f295-47a3-90c6-5f51cd132ad1,217,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,1240,1404,73,164
4b345449-2d2a-4c04-b640-89f0e6503b21,220,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,2755,2849,65,94
ca04d45f-113e-4efc-81aa-1d4635decf60,394,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,17822,18186,162,364
1657a063-2463-4ffa-99ff-f685dea6ada0,303,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,1662,1929,155,275
7be21945-8968-491c-9a1e-34a53f1a01cb,413,2019-08-30T14:40:03Z,none,NiV|human|MYS|Nipah|1999,18246,7026,7401,237,376
e7d118e2-bd5f-4e64-a5ac-24ce38357b2e,191,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,13263,13399,73,136
252a3101-6146-4350-834f-c5d81eddbe4e,395,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,4910,5264,208,359
b1c97da8-269a-43c5-bb13-cf26da2f447f,414,2019-08-30T14:40:03Z,none,NiV|human|MYS|Nipah|1999,18246,5536,5895,171,360
d09b96b9-d7eb-4f9b-8170-aaca076558aa,403,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,12717,13095,270,379
5085ff00-225e-46bb-a683-64dcd75db195,416,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,10941,11332,308,396
139fb95d-b534-4e97-af91-59f60c894a97,405,2019-08-30T14:40:03Z,none,NiV|human|MYS|Nipah|1999,18246,13041,13409,280,375
13ba085f-d41c-4229-b91f-ddb7be25ec72,309,2019-08-30T14:40:04Z,none,*,0,0,0,0,0
b1c3f4fc-c421-4f4d-b115-3c65a7be0f84,434,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,3753,4111,266,363
9a12a525-fef9-4c3a-8ff7-5876c6551a60,191,2019-08-30T14:40:05Z,none,NiV|human|MYS|Nipah|1999,18246,262,349,69,87
c7bc335f-e2b4-47aa-afe7-7dc92872e864,404,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,16104,16483,297,379
239598a0-2994-4695-b95f-edad78f01598,422,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,11525,11909,255,390
ab062b6b-4cb3-425b-a209-36819dd06930,437,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,17038,17411,206,377
8a1995c1-59f6-498e-97b9-a8b57d166e78,392,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,2184,2552,249,373
5bb8102c-c501-48ec-9009-c9babbab3c44,424,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,17044,17418,215,387
a9c9e074-4fe5-4e36-94a2-384fadd28589,384,2019-08-30T14:40:03Z,none,NiV|human|MYS|Nipah|1999,18246,968,1325,205,357
26e0b1bd-02a1-4747-a050-b33fd983201d,407,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,11525,11909,258,389
830869ba-54ad-43de-aa9e-fed0908fe38c,404,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,9825,10143,204,323
ba5d3cd5-b37c-4692-ba50-d865aff75839,383,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,12717,13065,191,349
bd1fa303-a379-4802-8682-246c7a9c02c0,389,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,13384,13664,192,286
b07dbe8a-62bb-4aa1-ba42-b0223a8eee4c,301,2019-08-30T14:40:03Z,none,NiV|human|MYS|Nipah|1999,18246,10483,10683,133,202
b07dbe8a-62bb-4aa1-ba42-b0223a8eee4c,301,2019-08-30T14:40:03Z,none,NiV|human|BGD|NIVBGD2010FARIDPUR|2010,18167,10502,10691,45,189
60111d5d-39d5-4bde-a6bd-376f0f8c9ebf,409,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,17822,18191,321,370
1c01a54f-b66c-4d0c-8389-6bb0a9ca7933,421,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,10946,11316,203,377
ecf9ac98-5c30-43b6-a567-f53aba5fcbea,386,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,6413,6775,206,362
51ce8c81-81c0-407f-a04e-0eb4a75904b8,405,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,10950,11316,232,370
365d3004-32c0-4947-9ca0-4258f8bf7998,391,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,16411,16748,234,339
9f34969f-568c-4554-b352-e4396e45031f,400,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,11525,11909,269,388
624d7b92-1b2a-49ed-b940-70d594da9c56,395,2019-08-30T14:40:03Z,none,NiV|human|MYS|Nipah|1999,18246,965,1325,257,368
6bf0f7ca-6d7b-4816-80dd-cbf0c1f593d7,422,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,12102,12461,217,362
0dd63db4-e90c-48fc-a027-d5df08a0ac2b,396,2019-08-30T14:40:04Z,none,NiV|human|BGD|NV-B|2004,18252,1116,1330,83,214
efddf0c4-8955-4684-aae6-8786497fd42d,403,2019-08-30T14:40:03Z,none,NiV|human|MYS|Nipah|1999,18246,17683,18033,251,351
80c67411-6b2d-4bd7-b932-97fd05ca6b59,415,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,17835,18191,297,361
871d061c-38cb-46a6-922d-d00e3725706d,391,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,7690,8052,218,370
237199d3-056b-4924-898a-a99442d0815a,387,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,8288,8616,248,333
b5dd0fe3-d777-4b1b-8471-e33d4aae7365,395,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,5518,5825,188,308
c2312302-43f9-4370-bfcd-39c8dc0d2ec0,381,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,11551,11909,252,365
b3041438-216e-4941-8634-b3c9cb166ad6,183,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,10324,10438,87,114
98ae7bc2-4eaa-40fc-9809-af6278ec5fec,110,2019-08-30T14:40:04Z,none,*,0,0,0,0,0
da9e2919-0278-42f9-b069-b6515618aa03,390,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,16745,17059,244,323
9b46a0ab-8f8b-46b4-ba57-9a987441665c,418,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,8248,8623,202,381
e19c6d88-89f5-4967-a4a7-5bd05c7ce86f,387,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,12765,13065,210,305
114cf710-1422-4eb2-bbd6-6763abd683d0,403,2019-08-30T14:40:03Z,none,NiV|human|MYS|Nipah|1999,18246,16798,17075,138,286
83df8050-8460-47ee-aeab-fb953ccedc94,415,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,2477,2845,195,378
84d8dde7-f64a-4821-87fc-6b4aa8760c1a,365,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,17849,18176,249,327
6612d1be-47be-4c1e-b57a-b01b9fb4828d,389,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,710,1024,195,320
072fdc7f-ff53-4a31-bd6c-b66f5c58cb3d,368,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,9563,9816,159,254
59649778-0e53-4c86-8f1b-bb9cd96374af,465,2019-08-30T14:40:03Z,none,NiV|human|MYS|Nipah|1999,18246,15152,15553,165,421
50f51a85-c8e1-4677-b54a-2bceab700e6a,418,2019-08-30T14:40:04Z,none,NiV|human|MYS|Nipah|1999,18246,319,704,134,385
